0,A12LH2100CKQO,B00000JZL7,5,1382659200
1,A12LH2100CKQO,B00001P4OZ,4,1382832000
2,A12LH2100CKQO,B00005AC8W,5,1382400000
3,A12LH2100CKQO,B00005B4BJ,5,1382400000
4,A12LH2100CKQO,B000067SPL,5,1209686400
5,A12LH2100CKQO,B0044DE7XK,1,1310860800
6,A12LH2100CKQO,B004AK154Q,1,1290470400
7,A12LH2100CKQO,B004BDOGL6,5,1307750400
8,A12LH2100CKQO,B004CLYEE6,4,1296000000
9,A12LH2100CKQO,B004CR7TE2,3,1304899200
10,A12LH2100CKQO,B000WJCZ84,4,1385251200
11,A12LH2100CKQO,B000WON6O6,3,1224892800
12,A12LH2100CKQO,B00112B8QQ,5,1209686400
13,A12LH2100CKQO,B0014L4ZKK,5,1263686400
14,A12LH2100CKQO,B0018ECIT8,5,1263686400
15,A13QOK3SKIT9QL,B00000JZL7,4,1382659200
16,A13QOK3SKIT9QL,B00001P4OZ,3,1382832000
17,A13QOK3SKIT9QL,B00005AC8W,4,1382400000
18,A13QOK3SKIT9QL,B00005B4BJ,4,1382400000
19,A13QOK3SKIT9QL,B000067SPL,4,1209686400
20,A13QOK3SKIT9QL,B0044DE7XK,5,1310860800
21,A13QOK3SKIT9QL,B004AK154Q,4,1290470400
22,A13QOK3SKIT9QL,B004BDOGL6,3,1307750400
23,A13QOK3SKIT9QL,B004CLYEE6,2,1296000000
24,A13QOK3SKIT9QL,B004CR7TE2,1,1304899200
25,A13QOK3SKIT9QL,B002SDRA5K,2,1391731200
26,A13QOK3SKIT9QL,B003B48UQ8,5,1317600000
27,A13QOK3SKIT9QL,B003CJTQKQ,5,1295395200
28,A13QOK3SKIT9QL,B003P2UMQ2,5,1403654400
29,A13QOK3SKIT9QL,B0041OSQ9I,5,1297209600
30,A1VLE2SH9J8WYS,B00000JZL7,3,1382659200
31,A1VLE2SH9J8WYS,B00001P4OZ,5,1382832000
32,A1VLE2SH9J8WYS,B00005AC8W,1,1382400000
33,A1VLE2SH9J8WYS,B00005B4BJ,2,1382400000
34,A1VLE2SH9J8WYS,B000067SPL,5,1209686400
35,A1VLE2SH9J8WYS,B0044DE7XK,1,1310860800
36,A1VLE2SH9J8WYS,B004AK154Q,2,1290470400
37,A1VLE2SH9J8WYS,B004BDOGL6,3,1307750400
38,A1VLE2SH9J8WYS,B004CLYEE6,5,1296000000
39,A1VLE2SH9J8WYS,B004CR7TE2,4,1304899200
40,A1VLE2SH9J8WYS,B002DUA67C,5,1315872000
41,A1VLE2SH9J8WYS,B002M3SOBU,5,1267574400
42,A1VLE2SH9J8WYS,B002V88HFE,5,1315267200
43,A1VLE2SH9J8WYS,B0035H2PWQ,5,1311984000
44,A1VLE2SH9J8WYS,B0035JD0DW,5,1286928000
45,A2BMZRO0H7TFCS,B00000JZL7,5,1382659200
46,A2BMZRO0H7TFCS,B00001P4OZ,2,1382832000
47,A2BMZRO0H7TFCS,B00005AC8W,3,1382400000
48,A2BMZRO0H7TFCS,B00005B4BJ,4,1382400000
49,A2BMZRO0H7TFCS,B000067SPL,1,1209686400
50,A2BMZRO0H7TFCS,B0044DE7XK,4,1310860800
51,A2BMZRO0H7TFCS,B004AK154Q,4,1290470400
52,A2BMZRO0H7TFCS,B004BDOGL6,4,1307750400
53,A2BMZRO0H7TFCS,B004CLYEE6,4,1296000000
54,A2BMZRO0H7TFCS,B004CR7TE2,3,1304899200
55,A2BMZRO0H7TFCS,B003VANO7C,3,1285977600
56,A2BMZRO0H7TFCS,B003WXBFS8,4,1292457600
57,A2BMZRO0H7TFCS,B003YH9EZ8,3,1353110400
58,A2BMZRO0H7TFCS,B003YTPP72,4,1289174400
59,A2BMZRO0H7TFCS,B003ZUXHV6,4,1298764800
60,ASFW4ZMNZJKDA,B00000JZL7,2,1382659200
61,ASFW4ZMNZJKDA,B00001P4OZ,4,1382832000
62,ASFW4ZMNZJKDA,B00005AC8W,4,1382400000
63,ASFW4ZMNZJKDA,B00005B4BJ,3,1382400000
64,ASFW4ZMNZJKDA,B000067SPL,4,1209686400
65,ASFW4ZMNZJKDA,B0044DE7XK,4,1310860800
66,ASFW4ZMNZJKDA,B004AK154Q,5,1290470400
67,ASFW4ZMNZJKDA,B004BDOGL6,5,1307750400
68,ASFW4ZMNZJKDA,B004CLYEE6,5,1296000000
69,ASFW4ZMNZJKDA,B004CR7TE2,5,1304899200
70,ASFW4ZMNZJKDA,B0079T722E,5,1333497600
71,ASFW4ZMNZJKDA,B007FPIQ0E,5,1335916800
72,ASFW4ZMNZJKDA,B007SHJIO2,5,1338249600
73,ASFW4ZMNZJKDA,B0088PPFP4,5,1368489600
74,ASFW4ZMNZJKDA,B0097BEECI,3,1388620800
